epoch,train loss,train accuracy,test loss,test accuracy
0,0.15335954522389456,93.92405063291139,0.41453375863813563,85.0
1,0.19677872238694996,92.15189873417721,0.24027395385783165,93.0
2,0.18726327940502,92.15189873417721,0.3985357354604639,82.0
3,0.2256157428566278,91.39240506329114,0.1478050941374386,96.0
4,0.14838464168376073,94.68354430379746,0.7811654714351949,89.0
5,0.13933339433870867,93.67088607594937,0.16969940374197903,96.0
6,0.09955069183488204,94.9367088607595,0.14271094926591218,93.0
7,0.1946682758491662,92.40506329113924,0.20236995074956213,92.0
8,0.13825738088901043,93.41772151898734,0.20924217978646426,90.0
9,0.09009780945692136,95.9493670886076,0.09931331739804591,95.0
10,0.14019360789016452,95.44303797468355,0.19300915596719279,94.0
11,0.15199485404697918,92.9113924050633,0.40324720656950375,88.0
12,0.10753198274836936,94.17721518987342,0.1302698195363564,97.0
13,0.1482174304316472,93.67088607594937,0.18487330547069178,92.0
14,0.09847227755583433,95.69620253164557,0.1379620966635416,95.0
15,0.06056167624957619,96.70886075949367,0.08112885573280608,96.0
16,0.08684349738290494,95.9493670886076,0.09707842757361959,97.0
17,0.07631048721721514,96.70886075949367,0.1333586865763982,93.0
18,0.0645617845448565,96.9620253164557,0.08088896724432772,96.0
19,0.21349090663067818,94.17721518987342,0.23088471337251348,92.0
20,0.18556149030066377,92.9113924050633,0.20405908969696612,92.0
21,0.11122604546040547,95.9493670886076,0.10818834718166868,95.0
22,0.05613152673202161,97.72151898734177,0.11187505347925253,93.0
23,0.04491194925312275,97.72151898734177,0.09105336504987804,96.0
24,0.051451169017292964,97.72151898734177,0.10670051781111482,93.0
