epoch,train loss,train accuracy,test loss,test accuracy
0,4.49996400354393,45.81673306772908,1.2054102153778077,51.2
1,1.3240203384859153,54.9800796812749,1.324238896369934,50.4
2,0.6957536121288619,67.72908366533865,0.95440119099617,51.2
3,0.470050101973621,79.28286852589642,1.4548835706710816,48.8
4,0.3938853971036782,84.26294820717132,1.7924955558776856,49.6
5,0.45000640439441003,85.0597609561753,4.210059474945068,50.4
6,0.4279105252330284,85.0597609561753,2.3662584438323973,50.4
7,0.2437530118096397,91.63346613545816,1.7048882570266723,49.6
8,0.3463358124087294,90.83665338645419,2.5557638454437255,49.6
9,0.2654717881306709,92.43027888446215,2.3865837993621826,49.6
10,0.12521319821536303,95.41832669322709,2.6765486793518067,48.0
11,0.0796749407650005,96.61354581673307,3.139733711242676,46.4
12,0.051402839600104853,98.60557768924303,3.5625026817321777,47.2
13,0.028859719960111753,99.20318725099601,3.5662767753601075,44.8
14,0.018751509755708842,98.80478087649402,3.542739486694336,44.8
15,0.01190666494514437,99.800796812749,3.4371298637390137,45.6
16,0.007702063804583261,100.0,3.424665481567383,45.6
17,0.005788116694513367,100.0,3.4915264778137205,44.8
18,0.00472693357327248,100.0,3.5216350288391114,43.2
19,0.003812163753355705,100.0,3.5656111907958983,43.2
20,0.0031307527550312494,100.0,3.5879013710021974,42.4
21,0.0025819199562614943,100.0,3.6281385917663576,44.0
22,0.002196360482654323,100.0,3.6485835494995116,43.2
23,0.0017692943535704793,100.0,3.681608913421631,43.2
24,0.0015677533053070172,100.0,3.7101884727478027,42.4
25,0.0013710621444543683,100.0,3.734973594665527,43.2
26,0.0011989833159119204,100.0,3.760183250427246,42.4
27,0.0010918761534745986,100.0,3.777828960418701,42.4
28,0.0009851083787758993,100.0,3.797948699951172,43.2
29,0.0008873304805418744,100.0,3.817090633392334,43.2
