epoch,train loss,train accuracy,test loss,test accuracy
,0.748381510112859, 46.835443037974684, 0.7259015583992005, 50.0
,0.7310628688788112, 52.40506329113924, 0.7390261042118073, 52.0
,0.7241117027741444, 51.392405063291136, 0.7219063889980316, 47.0
,0.7143191837057282, 54.43037974683544, 0.7235394728183746, 56.0
,0.7149502186835567, 55.18987341772152, 0.6870481181144714, 60.0
,0.7016585718227338, 51.392405063291136, 0.6866190868616104, 51.0
,0.6943561741822882, 54.43037974683544, 0.6929313045740128, 56.0
,0.6907764375964297, 56.20253164556962, 0.6601378971338272, 52.0
,0.69074971592879, 58.9873417721519, 0.7133389985561371, 57.0
,0.6687101563320884, 58.734177215189874, 0.6189144665002823, 59.0
,0.6399266593629801, 60.50632911392405, 0.6503601771593094, 61.0
,0.667230937375298, 58.48101265822785, 0.6690186262130737, 60.0
,0.6584016152197801, 61.265822784810126, 0.6406165900826454, 61.0
,0.6448261230052272, 64.30379746835443, 0.6211308282613754, 70.0
,0.5725915284662307, 66.83544303797468, 0.5859144595265389, 75.0
,0.5663399290434922, 69.36708860759494, 0.5612689456343651, 74.0
,0.5479424612431587, 76.20253164556962, 0.5230914049968124, 71.0
,0.5419132624057275, 73.41772151898734, 0.46902428701519966, 76.0
,0.4626435941438886, 78.73417721518987, 0.4173625298589468, 80.0
,0.4235980169729719, 81.0126582278481, 0.3891137687861919, 86.0
,0.4158368282020092, 79.74683544303798, 0.405554376244545, 83.0
,0.4133840008721321, 84.30379746835443, 0.3342804827913642, 86.0
,0.3641940099623384, 84.55696202531645, 0.32621892742812636, 89.0
,0.31140801394240386, 87.34177215189874, 0.31521318919956687, 89.
,0.27141406998875306, 88.10126582278481, 0.3361425638385117, 82.0
