epoch,train loss,train accuracy,test loss,test accuracy
0,0.7432931835138346,46.32911392405063,0.7231193518638611,53.0
1,0.7286006763011594,48.607594936708864,0.7259596836566925,50.0
2,0.722784938238844,49.36708860759494,0.7194102144241333,48.0
3,0.7151364678069007,55.44303797468354,0.7168426537513732,59.0
4,0.7110854286181776,53.41772151898734,0.6867194318771362,57.0
5,0.7037823348105708,51.64556962025316,0.6936467236280441,57.0
6,0.706092478353766,56.70886075949367,0.6866856706142426,56.0
7,0.689010291612601,57.9746835443038,0.6625393158197403,61.0
8,0.6815803341850449,61.0126582278481,0.6479329168796539,60.0
9,0.6440960944453372,63.79746835443038,0.5847032290697097,68.0
10,0.6279042357130896,66.83544303797468,0.6323507934808731,64.0
11,0.6299825402000282,65.31645569620254,0.601154881119728,81.0
12,0.5896485602553887,72.9113924050633,0.5586551521718502,78.0
13,0.5454588519244254,76.9620253164557,0.4970240044593811,76.0
14,0.4678730616086646,77.21518987341773,0.4856981302797794,83.0
15,0.45727631002664565,77.9746835443038,0.5062447492033243,81.0
16,0.41027966024754925,84.81012658227849,0.4732425167411566,76.0
17,0.34756993823979476,86.07594936708861,0.3947568466514349,87.0
18,0.32857795338841933,87.0886075949367,0.29791765194386244,88.0
19,0.2788619105763073,89.11392405063292,0.3020675399899483,88.0
20,0.27680907881335365,89.87341772151899,0.339597672522068,82.0
21,0.2541415548824434,92.15189873417721,0.2939506236091256,91.0
22,0.2433166936888725,90.63291139240506,0.22663018319755793,93.0
23,0.19231372188918197,93.16455696202532,0.17921472035348415,94.0
24,0.19251095552964112,92.40506329113924,0.28940944649279116,87.0
